거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20200109","금시장","KRD040200002","금 현물 99.99_1Kg","9001","27","1573020","2745","160176500"
"20200109","금시장","KRD040201000","미니금 현물 99.99_100g","1000","636","37088800","88","5110250"
"20200109","금시장","KRD040201000","미니금 현물 99.99_100g","4000","3048","177581480","293","17091550"
"20200109","금시장","KRD040201000","미니금 현물 99.99_100g","7100","30","1783700","4472","260527550"
"20200109","금시장","KRD040201000","미니금 현물 99.99_100g","8000","2825","164561380","1686","98286010"
"20200110","금시장","KRD040200002","금 현물 99.99_1Kg","1000","5249","304595500","3418","197870220"
"20200110","금시장","KRD040200002","금 현물 99.99_1Kg","4000","1462","84642900","1393","80722480"
"20200110","금시장","KRD040200002","금 현물 99.99_1Kg","7100","10328","598531160","8655","501595890"
"20200110","금시장","KRD040200002","금 현물 99.99_1Kg","8000","26133","1514336580","28602","1657885150"
"20200110","금시장","KRD040200002","금 현물 99.99_1Kg","9001","10","579600","1114","64612000"
"20200110","금시장","KRD040201000","미니금 현물 99.99_100g","1000","574","33364600","0","0"
"20200110","금시장","KRD040201000","미니금 현물 99.99_100g","4000","145","8436100","561","32636980"
"20200110","금시장","KRD040201000","미니금 현물 99.99_100g","7100","545","31613410","308","17862500"
"20200110","금시장","KRD040201000","미니금 현물 99.99_100g","8000","871","50578280","1266","73492910"
"20200110","금시장","KRD040201000","미니금 현물 99.99_100g","9001","0","0","0","0"
"20200113","금시장","KRD040200002","금 현물 99.99_1Kg","1000","7313","425142470","438","25382100"
"20200113","금시장","KRD040200002","금 현물 99.99_1Kg","4000","899","52076560","7653","444853780"
"20200113","금시장","KRD040200002","금 현물 99.99_1Kg","7100","12765","741833410","390","22639670"
"20200113","금시장","KRD040200002","금 현물 99.99_1Kg","8000","18466","1071365330","30951","1796904930"
"20200113","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","11","637290"
"20200113","금시장","KRD040201000","미니금 현물 99.99_100g","1000","1167","68089500","0","0"
"20200113","금시장","KRD040201000","미니금 현물 99.99_100g","4000","152","8858940","1201","70084800"
"20200113","금시장","KRD040201000","미니금 현물 99.99_100g","7100","60","3491000","12","696000"
"20200113","금시장","KRD040201000","미니금 현물 99.99_100g","8000","64","3717240","230","13375880"
"20200114","금시장","KRD040200002","금 현물 99.99_1Kg","1000","5213","298203430","1970","112676890"
"20200114","금시장","KRD040200002","금 현물 99.99_1Kg","4000","597","34190190","2840","162564230"
"20200114","금시장","KRD040200002","금 현물 99.99_1Kg","7100","8043","460448380","4217","241336400"
"20200114","금시장","KRD040200002","금 현물 99.99_1Kg","8000","33705","1929140760","38525","2205061770"
"20200114","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","6","343470"
"20200114","금시장","KRD040201000","미니금 현물 99.99_100g","1000","219","12560180","0","0"
"20200114","금시장","KRD040201000","미니금 현물 99.99_100g","4000","944","54037340","716","41098500"
"20200114","금시장","KRD040201000","미니금 현물 99.99_100g","7100","505","28982680","757","43316850"
"20200114","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1064","61004080","1240","71080800"
"20200114","금시장","KRD040201000","미니금 현물 99.99_100g","9001","0","0","19","1088130"
"20200115","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","432","24966810"
"20200115","금시장","KRD040200002","금 현물 99.99_1Kg","4000","1658","95890740","4764","275839650"
"20200115","금시장","KRD040200002","금 현물 99.99_1Kg","7100","5243","303330720","5267","304439740"
"20200115","금시장","KRD040200002","금 현물 99.99_1Kg","8000","12735","736602040","9163","529999000"
"20200115","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","10","578300"
"20200115","금시장","KRD040201000","미니금 현물 99.99_100g","1000","529","30682230","501","29048650"
"20200115","금시장","KRD040201000","미니금 현물 99.99_100g","4000","182","10553950","556","32298830"
"20200115","금시장","KRD040201000","미니금 현물 99.99_100g","7100","44","2555700","30","1735500"
"20200115","금시장","KRD040201000","미니금 현물 99.99_100g","8000","606","35192800","274","15901700"
"20200116","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","17101","990702220"
"20200116","금시장","KRD040200002","금 현물 99.99_1Kg","4000","247","14319300","1638","95176050"
"20200116","금시장","KRD040200002","금 현물 99.99_1Kg","7100","32869","1905235930","8889","515444680"
"20200116","금시장","KRD040200002","금 현물 99.99_1Kg","8000","14045","815033450","19538","1133556380"
"20200116","금시장","KRD040200002","금 현물 99.99_1Kg","9001","5","290650","0","0"
"20200116","금시장","KRD040201000","미니금 현물 99.99_100g","1000","0","0","0","0"
"20200116","금시장","KRD040201000","미니금 현물 99.99_100g","4000","110","6397070","526","30650060"
"20200116","금시장","KRD040201000","미니금 현물 99.99_100g","7100","1064","62056690","175","10159000"
"20200116","금시장","KRD040201000","미니금 현물 99.99_100g","8000","316","18360610","789","46005310"
"20200117","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","6727","389937200"
"20200117","금시장","KRD040200002","금 현물 99.99_1Kg","4000","9","521220","643","37195770"
"20200117","금시장","KRD040200002","금 현물 99.99_1Kg","7100","19512","1130573080","4365","252866000"
"20200117","금시장","KRD040200002","금 현물 99.99_1Kg","8000","8213","475695220","15999","926790550"
"20200117","금시장","KRD040201000","미니금 현물 99.99_100g","1000","0","0","0","0"
"20200117","금시장","KRD040201000","미니금 현물 99.99_100g","4000","34","1971320","213","12362520"
"20200117","금시장","KRD040201000","미니금 현물 99.99_100g","7100","269","15618460","100","5801320"
"20200117","금시장","KRD040201000","미니금 현물 99.99_100g","8000","155","8991730","145","8417670"
"20200120","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","10812","627587350"
"20200120","금시장","KRD040200002","금 현물 99.99_1Kg","4000","570","33065700","224","13020110"
"20200120","금시장","KRD040200002","금 현물 99.99_1Kg","7100","13202","766324140","5519","320304590"
"20200120","금시장","KRD040200002","금 현물 99.99_1Kg","8000","25022","1452427190","22234","1290614980"
"20200120","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","5","290000"
"20200120","금시장","KRD040201000","미니금 현물 99.99_100g","1000","4","233400","0","0"
"20200120","금시장","KRD040201000","미니금 현물 99.99_100g","4000","43","2511630","243","14193630"
"20200120","금시장","KRD040201000","미니금 현물 99.99_100g","7100","370","21607200","0","0"
"20200120","금시장","KRD040201000","미니금 현물 99.99_100g","8000","243","14172640","417","24331240"
"20200121","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","23657","1384355750"
"20200121","금시장","KRD040200002","금 현물 99.99_1Kg","4000","96","5604660","1362","79303160"
"20200121","금시장","KRD040200002","금 현물 99.99_1Kg","7100","5551","324440390","8525","499056600"
"20200121","금시장","KRD040200002","금 현물 99.99_1Kg","8000","51365","3006945620","23468","1374275160"
"20200121","금시장","KRD040201000","미니금 현물 99.99_100g","1000","5","292900","1022","60092730"
"20200121","금시장","KRD040201000","미니금 현물 99.99_100g","4000","30","1765510","967","56521150"
"20200121","금시장","KRD040201000","미니금 현물 99.99_100g","7100","980","57282650","250","14691300"
"20200121","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1878","110441260","654","38477140"
"20200122","금시장","KRD040200002","금 현물 99.99_1Kg","1000","137","7995090","1000","58210000"
"20200122","금시장","KRD040200002","금 현물 99.99_1Kg","4000","2841","165196030","371","21663260"
"20200122","금시장","KRD040200002","금 현물 99.99_1Kg","7100","15551","905369470","2725","158728500"
"20200122","금시장","KRD040200002","금 현물 99.99_1Kg","8000","13021","758390380","27449","1598057410"
"20200122","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","5","291800"
"20200122","금시장","KRD040201000","미니금 현물 99.99_100g","1000","943","55360610","50","2921500"
"20200122","금시장","KRD040201000","미니금 현물 99.99_100g","4000","598","34900160","918","53895500"
"20200122","금시장","KRD040201000","미니금 현물 99.99_100g","7100","166","9685610","185","10793500"
"20200122","금시장","KRD040201000","미니금 현물 99.99_100g","8000","181","10561380","735","42897260"
"20200123","금시장","KRD040200002","금 현물 99.99_1Kg","1000","1193","69815100","587","34343140"
"20200123","금시장","KRD040200002","금 현물 99.99_1Kg","4000","592","34638310","1043","61085350"
"20200123","금시장","KRD040200002","금 현물 99.99_1Kg","7100","3195","187041010","4516","264274590"
"20200123","금시장","KRD040200002","금 현물 99.99_1Kg","8000","18277","1069310540","17111","1001101880"
"20200123","금시장","KRD040201000","미니금 현물 99.99_100g","1000","343","20145290","209","12254450"
"20200123","금시장","KRD040201000","미니금 현물 99.99_100g","4000","260","15253700","230","13512500"
"20200123","금시장","KRD040201000","미니금 현물 99.99_100g","7100","117","6872640","113","6626800"
"20200123","금시장","KRD040201000","미니금 현물 99.99_100g","8000","711","41703280","879","51581160"
"20200128","금시장","KRD040200002","금 현물 99.99_1Kg","1000","790","47186700","32967","1965504360"
"20200128","금시장","KRD040200002","금 현물 99.99_1Kg","4000","7592","453044500","551","32877190"
"20200128","금시장","KRD040200002","금 현물 99.99_1Kg","7100","7174","428150950","19417","1157775810"
"20200128","금시장","KRD040200002","금 현물 99.99_1Kg","8000","107361","6402743780","69977","4174670070"
"20200128","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","5","298500"
"20200128","금시장","KRD040201000","미니금 현물 99.99_100g","1000","0","0","3195","190993600"
"20200128","금시장","KRD040201000","미니금 현물 99.99_100g","4000","25","1493500","551","32987920"
"20200128","금시장","KRD040201000","미니금 현물 99.99_100g","7100","2","119880","376","22505090"
"20200128","금시장","KRD040201000","미니금 현물 99.99_100g","8000","4427","264742570","332","19869340"
"20200129","금시장","KRD040200002","금 현물 99.99_1Kg","1000","312","18467110","3148","185946130"
"20200129","금시장","KRD040200002","금 현물 99.99_1Kg","4000","1181","69874770","3837","227096730"
"20200129","금시장","KRD040200002","금 현물 99.99_1Kg","7100","10699","633027870","3464","204783600"
"20200129","금시장","KRD040200002","금 현물 99.99_1Kg","8000","28519","1687056270","30292","1792375260"
"20200129","금시장","KRD040200002","금 현물 99.99_1Kg","9001","30","1775700","0","0"
"20200129","금시장","KRD040201000","미니금 현물 99.99_100g","1000","857","50993420","18","1065600"
"20200129","금시장","KRD040201000","미니금 현물 99.99_100g","4000","827","49058440","1764","104709360"
"20200129","금시장","KRD040201000","미니금 현물 99.99_100g","7100","480","28521900","139","8239130"
"20200129","금시장","KRD040201000","미니금 현물 99.99_100g","8000","531","31489850","774","46049520"
"20200130","금시장","KRD040200002","금 현물 99.99_1Kg","1000","249","14902650","26289","1572904590"
"20200130","금시장","KRD040200002","금 현물 99.99_1Kg","4000","16125","964180440","6034","361335310"
"20200130","금시장","KRD040200002","금 현물 99.99_1Kg","7100","350","20935500","20874","1248440460"
"20200130","금시장","KRD040200002","금 현물 99.99_1Kg","8000","65258","3904906850","28745","1719845970"
"20200130","금시장","KRD040200002","금 현물 99.99_1Kg","9001","43","2570100","83","4969210"
"20200130","금시장","KRD040201000","미니금 현물 99.99_100g","1000","103","6246300","6973","418645760"
"20200130","금시장","KRD040201000","미니금 현물 99.99_100g","4000","2306","138425580","152","9132180"
"20200130","금시장","KRD040201000","미니금 현물 99.99_100g","7100","167","10058330","329","19775660"
"20200130","금시장","KRD040201000","미니금 현물 99.99_100g","8000","5261","315902270","383","23078880"
"20200131","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","39421","2358525380"
"20200131","금시장","KRD040200002","금 현물 99.99_1Kg","4000","18582","1111383270","2928","175167970"
"20200131","금시장","KRD040200002","금 현물 99.99_1Kg","7100","6454","386087790","4756","284460910"
"20200131","금시장","KRD040200002","금 현물 99.99_1Kg","8000","51129","3059395140","30051","1797973740"
"20200131","금시장","KRD040200002","금 현물 99.99_1Kg","9001","991","59261800","0","0"
"20200131","금시장","KRD040201000","미니금 현물 99.99_100g","1000","500","30135000","3625","217315580"
"20200131","금시장","KRD040201000","미니금 현물 99.99_100g","4000","2369","141982820","1232","74250990"
"20200131","금시장","KRD040201000","미니금 현물 99.99_100g","7100","545","32720820","0","0"
"20200131","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1991","119662970","548","32935040"
